mpn,gender,contact_material,contact_plating,color,housing_color,housing_material,mounting_style,number_of_contacts,number_of_positions,number_of_rows,orientation,pin_pitch,material,size_diameter,size_length,size_height,size_width
1-747946-5,Male,Phosphor Bronze,Tin,Black,Black,Plastic,,15,15,2,,0.002769,,,0.042799,0.041656,0.016002
3-640601-3,Female,Copper Alloy,Tin,Red,Red,Nylon,,3,3,1,,0.00396,,,0.011887,0.018415,0.009779
487378-6,Male,,,Black,Black,Thermoplastic,,7,7,,,0.00254,,,0.01762,0.01371,0.00248
5750678-1,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03081,0.01217,0.01255
3-640599-4,Female,Copper Alloy,Tin,Orange,Orange,Nylon,Through Hole,4,4,1,,0.00396,,,0.01585,0.018415,0.009779
3-643814-6,Female,Copper Alloy,Tin,White,White,Nylon,,6,6,1,,0.00254,Nylon,,0.01524,0.013208,0.006985
7-215460-6,Female,Phosphor Bronze,Tin,Red,Red,Polyester,Through Hole,6,6,2,Right Angle,0.00127,Polyester,,0.0097,0.0058,0.0053
487545-5,Female,,,Black,Black,Polyester,,8,8,,,0.00127,,,0.011252,0.014859,0.006985
5745113-2,Female,Phosphor Bronze,Tin,Black,Black,Nylon,Through Hole,15,15,2,Right Angle,0.002769,,,0.039141,0.012548,0.026238
1218441-1,Male,Brass,Nickel,,Black,Plastic,Solder,9,9,2,Right Angle,,,,0.03081,0.01255,0.01072
3-643817-8,Female,Copper Alloy,Tin,Orange,Orange,Nylon,,8,8,1,,0.00396,,,0.031699,0.018415,0.009017
71600-106LF,Female,Phosphor Bronze,Gold,,Gray,Plastic,Solder,6,6,2,,0.00254,,,0.01209,0.013,0.0061
3-643815-3,Female,Copper Alloy,Tin,Blue,Blue,Nylon,Through Hole,3,3,1,,0.00254,,,0.00762,0.013208,0.006985
7-215079-6,Female,Phosphor Bronze,Tin,Red,Red,Polyester,Through Hole,6,6,2,Straight,0.00127,Polyester,,0.0097,0.0041,0.0051
3-640429-9,Female,Copper Alloy,Tin,White,White,Nylon,,9,9,1,,0.00396,,,0.035662,0.018415,0.009017
745032-1,Male,,,Black,,Thermoplastic,,9,9,,,,,,0.019228,,0.017526
4-640443-4,Female,Copper Alloy,Tin,Green,Green,Nylon,,14,14,1,,0.00254,,,0.03556,0.013208,0.006985
5-520314-4,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,4,4,,Right Angle,0.00254,,,0.01506,0.004826,0.008966
5745781-4,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.002743,Metal,,0.03081,0.012548,0.018796
3-640621-4,Female,Copper Alloy,Tin,White,White,Nylon,,4,4,1,,0.00254,,,0.01016,0.013208,0.007747
640427-2,Female,Copper Alloy,Tin Lead,Yellow,Yellow,Nylon,PCB,2,2,1,,0.0039624,,,0.007925,0.009017,0.018415
3-640440-9,Female,Copper Alloy,Tin,Red,Red,Nylon,,9,9,1,,0.00254,,,0.02286,0.013208,0.006985
3-643814-5,Female,Copper Alloy,Tin,Natural,White,Nylon,Solder,5,5,1,,0.00254,Nylon,,0.0127,0.013208,0.006985
3-643814-4,Female,Copper Alloy,Tin,White,White,Nylon,,4,4,1,,0.00254,Nylon,,0.01016,0.013208,0.006985
1-111626-8,Female,Beryllium Copper,Tin Lead,Black,Black,Plastic,Through Hole,14,14,2,,0.002,,,0.01918,0.010236,0.005156
3-641190-3,Female,Copper Alloy,Tin,Red,Red,Nylon,,3,3,1,,0.00254,,,0.00762,0.013208,0.006985
1-480345-0,Male,,,Transparent,Natural,Nylon,,8,8,2,,0.00495,Nylon,,0.02286,0.023622,0.023622
1658623-2,Female,Phosphor Bronze,Tin,Black,Black,Plastic,,14,14,2,Vertical,0.00254,,,0.022352,0.011786,0.006096
1-5747871-3,Male,Brass,Gold Flash,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.008128,0.012548
3-640428-4,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,4,4,1,,0.00396,,,0.01585,0.018415,0.009017
485893-4,Female,,,Black,Black,Thermoplastic,,6,6,,,0.00254,,,0.02159,0.005436,0.023622
88859-9,Male,,,Black,Black,Thermoplastic,,3,3,,,0.00254,,,0.011024,0.00472,0.013716
7334L2622F13LF,Female,Copper Alloy,Gold,,Black,,Through Hole,8,8,1,,0.00254,,,0.062,0.01583,0.04
3-643815-5,Female,Copper Alloy,Tin,Blue,Blue,Nylon,,5,5,1,,0.00254,,,0.0127,0.013208,0.006985
749805-8,Male,Brass,Gold Flash,,Black,Nylon,,15,15,2,,,,,0.03922,0.05248,0.01575
4-643814-0,Female,Copper Alloy,Tin,Natural,White,Nylon,Solder,10,10,1,,0.00254,,,0.0254,0.006985,0.013208
173977-2,Female,Phosphor Bronze,Tin,Natural,Natural,Plastic,PCB,2,2,1,,0.002,,,0.006,0.004,0.0051
1-5747871-6,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.008128,0.012548
3-643819-8,Female,Copper Alloy,Tin,Red,Red,Nylon,,8,8,1,,0.00396,,,0.031699,0.018415,0.009017
1-747944-6,Male,Phosphor Bronze,Gold Flash,Black,Black,Plastic,,9,9,2,,0.002769,,,0.034417,0.041656,0.016002
640440-7,Female,Copper Alloy,Tin Lead,Red,Red,Nylon,Through Hole,7,7,1,,0.00254,,,0.01778,0.013208,0.006985
5747150-9,Female,Phosphor Bronze,Gold Flash,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03089,0.01216,0.01255
SFW5S-2STE1LF,Female,Phosphor Bronze,Tin,,Brown,,Surface Mount,5,5,,,0.001,,,0.0114,0.0053,0.0036
1-5747299-6,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.00274,,,0.03912,0.00808,0.01255
3-643820-8,Female,Copper Alloy,Tin,White,White,Nylon,,8,8,1,,0.00396,,,0.031699,0.018415,0.009017
487526-9,Male,,,Black,Black,Thermoplastic,,10,10,,,0.00254,,,0.02524,0.01371,0.00248
1-643813-0,Female,Copper Alloy,Tin Lead,Red,Red,Nylon,,10,10,1,,0.00254,,,0.0254,0.01321,0.006985
643817-4,,Copper Alloy,Tin Lead,Orange,Orange,Nylon,Through Hole,4,4,1,,0.0039624,,,0.01585,0.018415,0.009017
3-640442-5,Female,Copper Alloy,Tin,Blue,Blue,Nylon,PC Board,5,5,1,,0.00254,,,0.0127,0.013208,0.006985
53894-1,Male,,,White,White,Polycarbonate,,1,1,,,,,,0.008052,,0.008052
5747845-6,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.002743,,,0.039141,0.012548,0.018796
487545-2,Female,,,Black,Black,Polyester,,5,5,,,0.00127,,,0.007442,0.014859,0.006985
1-111446-4,Male,Phosphor Bronze,Gold Flash,,Black,Plastic,,10,10,2,Vertical,0.00254,,,0.027229,0.019152,0.008382
1-480285-0,Female,,,Natural,Natural,Nylon,Panel,10,10,2,,0.00495,,,0.0254,0.02159,0.02159
1-480271-0,Female,,,Natural,Natural,Nylon,Panel,6,6,2,,0.00508,,,0.017907,0.023622,0.023622
3-641537-2,Female,Copper Alloy,Tin,Green,Green,Nylon,PC Board,2,2,1,,0.00254,,,0.00508,0.013462,0.006985
5747841-3,Male,Brass,Gold Flash,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.00274,,,0.03914,0.01255,0.01862
1658623-1,Female,Phosphor Bronze,Tin,Black,Black,Plastic,,10,10,2,Vertical,0.00254,,,0.017272,0.011786,0.006096
3-644563-5,Female,Copper Alloy,Tin,White,White,Nylon,Through Hole,5,5,1,,0.00254,,,0.0127,0.013208,0.007747
5788797-1,Female,Copper Alloy,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,,,0.03081,0.01255,0.0188
1604210-1,Female,,,Natural,Natural,Nylon,Panel,6,6,2,,0.00635,,,0.0203,,0.014
3-640429-3,Female,Copper Alloy,Tin,Natural,White,Nylon,Through Hole,3,3,1,,0.00396,,,0.011887,0.018415,0.009017
3-643819-6,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,6,6,1,,0.00396,,,0.023774,0.018415,0.009017
640426-7,Female,Copper Alloy,Tin,Orange,Orange,Nylon,PCB,7,7,1,,0.0039624,,,0.027737,0.009017,0.018415
5745072-4,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.00274,,,0.03914,0.01209,0.01041
4-644563-2,Female,Copper Alloy,Tin,White,White,Nylon,,12,12,1,,0.00254,,,0.03048,0.007747,0.013208
4-640599-0,Female,Copper Alloy,Tin,Orange,Orange,Nylon,,10,10,1,,0.00396,,,0.039624,0.009779,0.018415
5747840-2,Male,Brass,Tin over Nickel,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,,,0.03081,0.01255,0.01862
4-640427-2,Female,Copper Alloy,Tin,Yellow,Yellow,Nylon,,12,12,1,,0.00396,,,0.047549,0.009017,0.018415
7334L2622F01LF,Female,Copper Alloy,Gold,,,,Through Hole,8,8,1,,0.00254,,,0.062,,0.04
5747150-7,Female,Phosphor Bronze,Gold Flash,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03089,0.01216,0.01255
3-643818-2,Female,Copper Alloy,Tin,Yellow,Yellow,Nylon,,2,2,1,,0.00396,,,0.007925,0.018415,0.009017
3-640621-5,Female,Copper Alloy,Tin,White,White,Nylon,,5,5,1,,0.00254,,,0.0127,0.013208,0.007747
66900-214LF,Female,Phosphor Bronze,Gold,,Blue,Plastic,,14,14,2,,0.00254,,,0.01829,0.0137,0.00597
3-640443-2,Female,Copper Alloy,Tin,Green,Green,Nylon,,2,2,1,,0.00254,,,0.00508,0.013208,0.006985
3-640443-5,Female,Copper Alloy,Tin,Green,Green,Nylon,,5,5,1,,0.00254,,,0.0127,0.013208,0.006985
3-640428-5,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,5,5,1,,0.00254,,,0.019812,0.018415,0.009017
SFW10R-2STE1LF,Female,Phosphor Bronze,Tin,,Brown,,Surface Mount,10,10,,,0.001,,,0.0158,0.0027,0.0055
205734-7,Female,Phosphor Bronze,Gold Flash,,Black,Nylon,Through Hole,9,9,2,Vertical,0.00274,,,0.03119,0.0179,0.01293
1-173977-1,Female,Phosphor Bronze,Tin,Natural,Natural,Plastic,,11,11,1,,0.002,,,0.024,0.004,0.0051
5748026-1,Male,Brass,Gold Flash,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.002743,,,0.039141,0.011963,0.012548
3-640428-3,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,3,3,1,,0.00396,,,0.011887,0.018415,0.009017
3-640441-4,Female,Copper Alloy,Tin,Natural,White,Nylon,PC Board,4,4,1,,0.00254,,,0.01016,0.013208,0.006985
5747871-8,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.008128,0.012548
640601-5,Female,Copper Alloy,Tin Lead,Red,Red,Nylon,,5,5,1,,0.0039624,,,0.019812,0.009779,0.018415
1-173977-2,Female,Phosphor Bronze,Tin,Natural,Natural,Plastic,,12,12,1,,0.002,,,0.026,0.004,0.0051
640442-4,,Copper Alloy,Tin Lead,Blue,Blue,Nylon,,4,4,1,,0.00254,,,0.01016,0.013208,0.006985
5747190-1,Female,Phosphor Bronze,Gold Flash,Black,Black,Plastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03081,0.01755,0.01255
5747840-4,Male,Brass,Tin over Nickel,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,Steel,,0.03081,0.01255,0.01862
SFW4R-3STE1LF,Female,Phosphor Bronze,Tin,,Black,,Surface Mount,4,4,,,0.001,,,0.0098,0.0027,0.0055
1-487378-1,Male,,Gold,,Black,Thermoplastic,,12,12,1,,0.00254,,,0.03032,0.01371,0.00248
3-640433-2,Female,Copper Alloy,Tin,Red,Red,Nylon,,2,2,1,,0.00396,,,0.007925,0.018415,0.009017
3-640442-3,Female,Copper Alloy,Tin,Blue,Blue,Nylon,PC Board,3,3,1,,0.00254,,,0.00762,0.013208,0.006985
3-644540-3,Female,Copper Alloy,Tin,Red,Red,Nylon,,3,3,1,,0.00254,,,0.00762,0.013208,0.007747
5747190-2,Female,Phosphor Bronze,Gold Flash,Black,Black,Plastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03081,0.01755,0.01255
5208006-1,Male,Brass,Gold Flash,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03089,0.01209,0.01041
3-640426-4,Female,Copper Alloy,Tin,Orange,Orange,Nylon,Through Hole,4,4,1,,0.00396,,,0.01585,0.018415,0.009017
3-641656-2,Female,Copper Alloy,Tin,Green,Green,Nylon,Through Hole,2,2,1,,0.00254,,,0.00508,0.013208,0.007747
1-480349-0,Male,,,Natural,Natural,Nylon,,1,1,,,0.00508,Nylon,,0.006604,0.022098,0.022098
DB5W5SA00LF,Female,,,,,,Solder,5,5,,,,,,0.05265,0.0116,0.01255
1-747945-5,Female,Phosphor Bronze,Tin,Black,Black,Plastic,,15,15,2,,0.002769,,,0.042799,0.041656,0.016002
5747844-2,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.002743,,,0.03081,0.012548,0.018796
5-520315-7,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,7,7,,Vertical,0.00254,,,0.02268,0.00693,0.00482
3-640427-2,Female,Copper Alloy,Tin,Orange,Yellow,Nylon,Through Hole,2,2,1,,0.00396,,,0.007925,0.018415,0.009017
5747844-6,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.002743,Steel,,0.03081,0.012548,0.018796
3-644540-2,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,2,2,1,,0.00254,,,0.00508,0.013208,0.007747
3-640426-8,Female,Copper Alloy,Tin,Orange,Orange,Nylon,Through Hole,8,8,1,,0.00396,,,0.031699,0.018415,0.009017
10051922-1510ELF,Female,Copper Alloy,Gold,,,,Surface Mount,15,15,,,0.0005,,,0.01,0.0012,0.0034
SLW5R-1C7LF,Female,Phosphor Bronze,Tin,,Black,Nylon,Through Hole,5,5,,,0.001,,,0.0112,0.004,0.0055
487378-7,Male,,,,Black,Thermoplastic,,8,8,,,0.00254,,,0.02016,0.01371,0.00248
3-640442-7,Female,Copper Alloy,Tin,Blue,Blue,Nylon,,7,7,1,,0.00254,,,0.01778,0.013208,0.006985
5747872-8,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.002769,,,0.039141,0.008128,0.012548
1-745203-1,Male,Phosphor Bronze,Tin,Black,Black,Thermoplastic,,9,9,2,,0.002743,,,0.03081,0.021844,0.012929
770026-1,Female,,,White,White,Nylon,Panel,4,4,,,0.00635,,,0.02667,0.014732,0.021463
487223-1,Male,,,Black,Black,Thermoplastic,Surface Mount,10,10,,,0.00254,,,0.01905,0.01524,0.00749
1-5747871-4,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.008128,0.012548
5747841-4,Male,Brass,Tin over Nickel,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.00274,,,0.03914,0.01255,0.01862
3-644540-4,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,4,4,1,,0.00254,,,0.01016,0.013208,0.007747
3-640621-3,Male,Copper Alloy,Tin,White,White,Nylon,,3,3,1,,0.00254,,,0.00762,0.013208,0.007747
EAC309,Male,,,,,,Panel,3,,,,,,,0.020472,0.016256,0.024257
PX0748/S,Female,Brass,Nickel,Black,,,Screw,4,,,,,,,0.069,,0.0381
4-640440-1,Female,Copper Alloy,Tin,Red,Red,Nylon,,11,11,1,,0.00254,,,0.02794,0.006985,0.013208
5747872-4,Male,Brass,Tin,,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.002769,,,0.039141,0.008128,0.012548
640250-1,Female,,,Natural,White,Nylon,Through Hole,1,1,1,,0.0039624,,,0.003861,0.00635,0.016764
207153-1,Female,Copper,,Red,Red,Thermoplastic,Panel,6,6,2,,0.005,,,0.01786,0.02601,0.03302
3-640428-2,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,2,2,1,,0.00396,,,0.007925,0.018415,0.009017
643813-7,Female,Copper Alloy,Tin Lead,Red,White,Nylon,Through Hole,7,7,1,,0.00254,,,0.01778,0.013208,0.006985
172167-1,Male,,,Natural,Natural,Nylon,Panel,4,4,2,,0.0042,Nylon,,0.009804,0.009804,0.023698
5747844-4,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.002743,Steel,,0.03081,0.012548,0.018796
1-480305-0,Male,,,Natural,Natural,Nylon,Panel,3,3,1,,0.00508,Nylon,,0.020574,0.023622,0.023622
770355-1,Male,,,Natural,Natural,Nylon,,6,6,1,,0.00368,,,0.01524,0.011303,0.01905
3-643813-5,Female,Copper Alloy,Tin,Red,Red,Nylon,,5,5,1,,0.00254,Nylon,,0.0127,0.013208,0.006985
643818-9,Female,Copper Alloy,Tin Lead,Yellow,Yellow,Nylon,Through Hole,9,9,1,,0.0039624,,,0.035662,0.018415,0.009017
640428-4,,Copper Alloy,Tin Lead,Red,Red,Nylon,,4,4,1,,0.0039624,,,0.01585,0.009017,0.018415
5747845-5,Female,Phosphor Bronze,Gold Flash,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.002743,,,0.039141,0.012548,0.018796
ID09P33E4GX00LF,Male,Copper Alloy,Gold,Black,Black,Plastic,Screw,9,9,2,,0.00284,,,0.03081,0.01258,0.0185
1-5747150-6,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03089,0.00808,0.01255
770442-1,Female,,,Natural,Natural,Nylon,,4,4,,,0.00368,,,0.008763,0.008763,0.022301
5747236-4,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.00274,,,0.03914,0.01255,0.01862
3-640442-2,Female,Copper Alloy,Tin,Blue,Blue,Nylon,PC Board,2,2,1,,0.00254,,,0.00508,0.013208,0.006985
3-640620-8,Female,Copper Alloy,Tin,Red,Red,Nylon,,8,8,1,,0.00254,,,0.02032,0.013208,0.007747
3-644563-6,Female,Copper Alloy,Tin,White,White,Nylon,Through Hole,6,6,1,,0.00254,,,0.01524,0.013208,0.007747
1-640441-2,Female,Copper Alloy,Tin Lead,White,White,Nylon,,12,12,1,,0.00254,,,0.03048,0.013208,0.006985
3-643814-8,Female,Copper Alloy,Tin,Natural,White,Nylon,Solder,8,8,1,,0.00254,Nylon,,0.02032,0.013208,0.006985
173977-3,Female,Phosphor Bronze,Tin,Natural,Natural,Plastic,,3,3,1,,0.002,,,0.008,0.004,0.0051
3-644540-6,Female,Copper Alloy,Tin,Red,Red,Nylon,,6,6,1,,0.00254,,,0.01524,0.013208,0.007747
L77DA15SU,Female,Bronze,Gold,Black,Black,Plastic,Solder,15,15,2,,,,,0.03952,,0.01293
5747091-2,Female,Copper Alloy,Gold over Nickel,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03081,0.01216,0.01255
1-745493-6,Female,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,15,15,2,,0.002743,,,0.039522,0.021717,0.012929
SFW5R-2STE1LF,Female,Phosphor Bronze,Tin,,Brown,,Surface Mount,5,5,,,0.001,,,0.0108,0.0027,0.0055
3-644540-8,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,8,8,1,,0.00254,,,0.02032,0.013208,0.007747
1-487545-2,Female,,,Black,Black,Polyester,,15,15,,,0.00127,,,0.020142,0.014859,0.006985
SFW12R-1STE1LF,Female,Phosphor Bronze,Tin,,Brown,,Surface Mount,12,12,,,0.001,,,0.0178,0.0027,0.0055
5747250-6,Male,Brass,Tin,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,,,0.03081,0.01255,0.01862
4-643813-4,Female,Copper Alloy,Tin,Red,Red,Nylon,,14,14,1,,0.00254,,,0.03556,0.006985,0.013208
5747840-3,Male,Brass,Gold Flash,Black,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,,,0.03081,0.01255,0.01862
640251-3,Female,,,Natural,White,Nylon,,3,3,1,,0.0039624,,,0.011811,0.00635,0.016764
172166-1,Male,,,Transparent,Natural,Nylon,,3,3,1,,0.0042,Nylon,,0.013995,0.005588,0.023698
173977-6,Female,Phosphor Bronze,Tin,Natural,Natural,Plastic,,6,6,1,Straight,0.002,,,0.014,0.004,0.0051
5745352-4,Male,Brass,Tin,Black,Black,Nylon,Through Hole,15,15,2,Right Angle,0.002743,,,0.039141,0.012548,0.026035
643816-4,Female,Copper Alloy,Tin Lead,Green,White,Nylon,Through Hole,4,4,1,,0.00254,,,0.01016,0.013208,0.006985
1-480698-0,Male,,,Transparent,Natural,Nylon,,2,2,1,Straight,0.00635,Nylon,,0.01473,0.01397,0.02743
1658609-3,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,,15,15,2,,0.002769,,,0.039141,0.018618,0.012598
207018-1,Female,Copper,,Red,Red,Thermoplastic,Panel,12,12,3,,0.005,,,0.0238,0.02979,0.03302
745071-2,Male,Brass,Tin over Nickel,Black,Black,Thermoplastic,Through Hole,9,9,2,Vertical,0.00274,,,0.03089,0.01209,0.01041
SFW14R-1STE1LF,Female,Phosphor Bronze,Tin,,Brown,,Surface Mount,14,14,,Horizontal,0.001,,,0.0198,0.0027,0.0055
5787683-1,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.00274,,,0.03914,0.01242,0.01255
1658610-4,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,,9,9,2,,0.002769,,,0.030886,0.018618,0.012598
1658611-4,Male,Phosphor Bronze,Gold over Nickel,Black,Black,Thermoplastic,,9,9,2,,0.002769,,,0.030886,0.018567,0.012598
5745984-4,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Right Angle,0.002743,,,0.039141,0.012548,0.024765
746610-2,Male,Phosphor Bronze,Tin Lead,Black,Black,Plastic,Through Hole,14,14,2,Vertical,0.00254,,,0.022352,0.010058,0.007061
4-643814-5,Female,Copper Alloy,Tin,White,White,Nylon,,15,15,1,,0.00254,,,0.0381,0.006985,0.013208
770277-1,Female,,,Natural,Natural,Nylon,,1,1,,,0.00368,,,0.00762,,0.019939
3-643813-8,Female,Copper Alloy,Tin,Red,Red,Nylon,,8,8,1,,0.00254,,,0.02032,0.013208,0.006985
2-5178238-1,Female,Copper Alloy,Tin,Black,Black,Nylon,Through Hole,14,14,,Vertical,,,,0.02954,0.0094,0.011645
3-643815-4,Female,Copper Alloy,Tin,Black,Blue,Nylon,,4,4,1,,0.00254,,,0.01016,0.013208,0.006985
103956-3,Female,Phosphor Bronze,Tin Lead,Black,Black,Thermoplastic,,4,4,1,,0.00254,,,0.010109,0.01524,0.00249
4-644565-0,Female,Copper Alloy,Tin,Green,Green,Nylon,,10,10,1,,0.00254,,,0.0254,0.007747,0.013208
3-643814-2,Female,Copper Alloy,Tin,White,White,Nylon,,2,2,1,,0.00254,Nylon,,0.00508,0.013208,0.006985
1218434-2,Female,Brass,Nickel,,Black,Plastic,Solder,15,15,2,Right Angle,,,,0.03914,0.01255,0.01072
640427-3,Female,Copper Alloy,Tin Lead,Yellow,Yellow,Nylon,PCB,3,3,1,,0.0039624,,,0.011887,0.009017,0.018415
88859-3,,,,Black,Black,Thermoplastic,,10,10,,,0.00254,,,0.028804,0.00472,0.013716
4795.0000,Female,,,Black,,Thermoplastic,Quick Connect,2,,,Straight,,,,0.057,0.023,0.03
640251-6,Female,,,Natural,White,Nylon,,6,6,1,,0.0039624,,,0.023698,0.00635,0.016764
5-102398-1,Female,Copper Alloy,Tin,Black,Black,Thermoplastic,,6,6,2,,0.00254,,,0.00762,0.01524,0.006096
87175-2,Female,Phosphor Bronze,,Black,Black,Polyester,,1,1,1,,0.00254,,,0.002743,0.00444,0.01778
5745410-7,Male,Brass,Tin,Black,Black,Plastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.010719,0.012548
487378-5,Male,,,Black,Black,Thermoplastic,,6,6,,,0.00254,,,0.01508,0.01371,0.00248
4-644540-2,Female,Copper Alloy,Tin,Red,Red,Nylon,Through Hole,12,12,1,,0.00254,,,0.03048,0.007747,0.013208
1-640251-0,Female,,,Natural,White,Nylon,Through Hole,10,10,1,,0.0039624,,,0.039573,0.00635,0.016764
640621-5,,Copper Alloy,Tin Lead,White,White,Nylon,,5,5,1,,0.00254,,,0.0127,0.013208,0.007747
5745438-1,Female,Phosphor Bronze,Gold Flash,Black,Black,Nylon,Through Hole,9,9,2,Right Angle,0.002743,,,0.03081,0.012548,0.023444
71600-008LF,Female,Phosphor Bronze,Gold over Nickel,Gray,Gray,Plastic,,8,8,2,,0.00254,,,0.01463,0.013,0.0061
1-640441-0,Female,Copper Alloy,Tin Lead,White,White,Nylon,,10,10,1,,0.00254,,,0.0254,0.013208,0.006985
3-640441-9,Female,Copper Alloy,Tin,Natural,White,Nylon,PC Board,9,9,1,,0.00254,,,0.02286,0.013208,0.006985
4-640441-3,Female,Copper Alloy,Tin,White,White,Nylon,,13,13,1,,0.00254,,,0.03302,0.006985,0.013208
865609PLTXLF,Male,,Gold,,,,,9,9,,,,,,0.03043,0.01744,0.01217
SLW4S-1C7LF,Female,Phosphor Bronze,Tin,,Black,Nylon,Through Hole,4,4,,,0.001,,,0.0102,0.0055,0.004
3-640601-6,Female,Copper Alloy,Tin,Red,Red,Nylon,,6,6,1,,0.00396,,,0.023774,0.018415,0.009779
487545-3,Female,,,Black,Black,Polyester,,6,6,,,0.00127,,,0.008712,0.014859,0.006985
643819-5,,Copper Alloy,Tin Lead,Red,Red,Nylon,Through Hole,5,5,1,,0.0039624,,,0.019812,0.018415,0.009017
5745077-6,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,15,15,2,Vertical,0.00274,,,0.03914,0.01217,0.01041
3-643818-6,Female,Copper Alloy,Tin,Yellow,Yellow,Nylon,,6,6,1,,0.00396,,,0.023774,0.018415,0.009017
5788796-3,Female,Copper Alloy,Tin,,Black,Thermoplastic,Through Hole,9,9,2,Right Angle,0.00274,,,0.03081,0.01255,0.0188
5745183-2,Female,Phosphor Bronze,Gold Flash,Black,Black,Plastic,Through Hole,9,9,2,Vertical,0.00277,,,0.03081,0.01768,0.01255
5-520315-9,Female,Phosphor Bronze,Tin,Black,Black,Thermoplastic,Through Hole,9,9,,Vertical,0.00254,,,0.02776,0.00693,0.00482
L717DA15PU,Male,Brass,Gold,Black,Black,Plastic,Solder,15,15,2,,,,,0.03952,,0.01293
4-640620-0,Female,Copper Alloy,Tin,Red,Red,Nylon,,10,10,1,,0.00254,,,0.0254,0.007747,0.013208
4610-6351,Male,Copper Alloy,Gold,Gray,Gray,Plastic,,10,10,2,,0.00254,,,0.0229,0.01334,0.0084
5745182-2,Male,Brass,Gold Flash,Black,Black,Plastic,Through Hole,9,9,2,Vertical,0.002743,,,0.03081,0.010719,0.012548
4-644563-0,Female,Copper Alloy,Tin,White,White,Nylon,,10,10,1,,0.00254,,,0.0254,0.007747,0.013208
4-640428-3,Female,Copper Alloy,Tin,Red,Red,Nylon,,13,13,1,,0.00396,,,0.051511,0.009017,0.018415
